# File: Rt_Nfert_bilateral_trade.csv
# Title: Nitrogenous fertilizer bilateral trade data (~2021)
# Source: Chatham House (2025) - https://resourcetrade.earth/
# Units: Value (1000 USD) Weight (1000 kg)
# Column types: icccicccciinnnnnnnnnnn
# ----------
Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m_)
191,HRV,Croatia,Europe,428,LVA,Latvia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,1.923473,3.2,,,,,,,4.5224376,,
191,HRV,Croatia,Europe,442,LUX,Luxembourg,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,0.510677,1.23509,,,,,,,1.7455055,,
191,HRV,Croatia,Europe,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,108.67581,351.988,,,,,,,497.4512,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,340.01288,798.65,,,,,,,1128.7015,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,17.85318,78.10713,,,,,,,110.385826,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,59.79612,209.84973,,,,,,,296.5726,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,19.150833,55.533257,,,,,,,78.48303,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,1491.9775,4032.59,,,,,,,5699.1055,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,853.95374,15401,,,,,,,21765.645,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,0.001181,0.00549,,,,,,,0.007758807,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2018,0.001181,0.006,,,,,,,0.008479571,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,0.027157,0.056,,,,,,,0.07914266,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Sodium nitrate, in packs > 10 kg",310250,2018,0.01535,0.03,,,,,,,0.062768094,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,739.00995,2892.286,,,,,,,4087.5571,,
191,HRV,Croatia,Europe,616,POL,Poland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,0.02864525,0.08479036,,,,,,,0.119830966,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,629.89795,1661.5333,,,,,,,2348.1816,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,2634.5684,16997.955,,,,,,,24022.56,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,2018.2914,9410.867,,,,,,,13300.019,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,0.02408,0.084,,,,,,,0.11871399,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,117.62097,363.20645,,,,,,,513.3058,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,7577.2188,29270.762,,,,,,,41367.25,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,2159.3198,11612.059,,,,,,,16410.879,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,22.454,61.25,,,,,,,86.56229,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,119.37411,400.47244,,,,,,,565.9724,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,89.39112,357.36,,,,,,,505.0432,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,10936.374,36483.03,,,,,,,51560.074,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,82.91748,226.72765,,,,,,,320.4255,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,4.978,24,,,,,,,33.91828,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,3865.481,17275,,,,,,,24414.098,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,1817.386,8008.3,,,,,,,11317.824,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,608.49255,1841.161,,,,,,,2602.0425,,
191,HRV,Croatia,Europe,704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,37.132328,165.01471,,,,,,,233.20898,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,41.35476,107.27272,,,,,,,151.60443,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,7501.153,34385.523,,,,,,,48595.746,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,22.654123,94.36885,,,,,,,133.36789,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,190.12454,652.02795,,,,,,,921.4862,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,310.7249,1013.4183,,,,,,,1432.2253,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2018,68.61028,76.25326,,,,,,,159.54239,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,7.152,32.32,,,,,,,45.67662,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,5180.5273,19975.621,,,,,,,28230.781,,
191,HRV,Croatia,Europe,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2018,8482.219,31330.02,,,,,,,44277.52,,
191,HRV,Croatia,Europe,804,UKR,Ukraine,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2018,1545.0376,9600,,,,,,,13567.313,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2018,761.32245,2087.2837,,,,,,,2949.8782,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,93.20117,435,,,,,,,614.76886,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2018,9.919691,38.49991,,,,,,,54.41045,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,212.95605,821.5,,,,,,,1160.9945,,
191,HRV,Croatia,Europe,807,MKD,North Macedonia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,1027.7307,3463.2666,,,,,,,4894.5024,,
191,HRV,Croatia,Europe,834,TZA,Tanzania,Sub-Saharan Africa,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,3094.2432,13529.676,,,,,,,19120.973,,
191,HRV,Croatia,Europe,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2018,6017.327,22000,,,,,,,31091.76,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,395.436,1084,,,,,,,1531.9757,,
191,HRV,Croatia,Europe,8,ALB,Albania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,100.027,299,,,,,,,422.56528,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,117.468094,325.0775,,,,,,,459.41962,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,3273.5063,16918.664,,,,,,,23910.502,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,281.62253,1317.1187,,,,,,,1861.4335,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2019,246.64236,1306.73,,,,,,,1846.7516,,
191,HRV,Croatia,Europe,40,AUT,Austria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,26310.492,92579.08,,,,,,,130838.47,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,1747.7288,4643.023,,,,,,,6561.8066,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,4766.9126,22764.752,,,,,,,32172.553,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,8.793183,36.522106,,,,,,,51.615295,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,0.011,0.05,,,,,,,0.07066309,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2019,30.837,96,,,,,,,135.67313,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,39.192,67.95,,,,,,,96.031136,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Sodium nitrate, in packs > 10 kg",310250,2019,0.017,0.002,,,,,,,0.00418454,,
191,HRV,Croatia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4565.0996,16989.703,,,,,,,24010.898,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,2485.2017,9992.531,,,,,,,14122.0625,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,516.334,2721.6,,,,,,,3846.3335,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,708.1111,3600.8604,,,,,,,5088.9585,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,711.7605,2396.4,,,,,,,3386.7405,,
191,HRV,Croatia,Europe,100,BGR,Bulgaria,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,621.4912,1821.7085,,,,,,,2574.551,,
191,HRV,Croatia,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Ammonium sulphate, in packs > 10 kg",310221,2019,5.7374215,25.09683,,,,,,,35.46839,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,372.11346,1040.4052,,,,,,,1470.3649,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,17.386,97.32,,,,,,,137.53864,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,25.714,140.38,,,,,,,198.39369,,
191,HRV,Croatia,Europe,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,143.70773,422.1777,,,,,,,596.6476,,
191,HRV,Croatia,Europe,208,DNK,Denmark,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.170479,0.695,,,,,,,0.9822169,,
191,HRV,Croatia,Europe,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,1404.1211,4944.9023,,,,,,,6988.4414,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,748.8114,3961.36,,,,,,,5598.439,,
191,HRV,Croatia,Europe,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.01,0.003,,,,,,,0.004239786,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,785.9603,2293.8308,,,,,,,3241.7834,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,831.53455,4193.433,,,,,,,5926.4185,,
191,HRV,Croatia,Europe,300,GRC,Greece,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,626.6824,2617.3677,,,,,,,3699.0256,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,230.78268,974.21814,,,,,,,1376.8252,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,11321.822,60882.91,,,,,,,86043.49,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,2524.246,16661.938,,,,,,,23547.68,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,139.997,909.995,,,,,,,1286.0612,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,10431.762,53263.85,,,,,,,75275.766,,
191,HRV,Croatia,Europe,348,HUN,Hungary,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,5386.475,19505.762,,,,,,,27566.748,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,59.76,178,,,,,,,251.5606,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,1159.5118,5399.6,,,,,,,7631.0483,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,3253.1165,16616.633,,,,,,,23483.652,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,259.15042,1203,,,,,,,1700.1539,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,93.83818,138.215,,,,,,,195.33397,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,248.18687,1266.9633,,,,,,,1790.5508,,
191,HRV,Croatia,Europe,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,19528.963,71708.67,,,,,,,101343.125,,
191,HRV,Croatia,Europe,428,LVA,Latvia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,0.553932,0.9,,,,,,,1.2719356,,
191,HRV,Croatia,Europe,428,LVA,Latvia,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2019,12.235748,28.8,,,,,,,40.70194,,
191,HRV,Croatia,Europe,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,663.966,2196.82,,,,,,,3104.682,,
191,HRV,Croatia,Europe,498,MDA,Moldova,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,15.045732,20,,,,,,,28.265236,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,352.5394,851.0569,,,,,,,1202.7661,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,32.473717,141.68625,,,,,,,200.23976,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,44.663887,156,,,,,,,220.46884,,
191,HRV,Croatia,Europe,499,MNE,Montenegro,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,60.489334,167.98381,,,,,,,237.40509,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,0.00112,0.003,,,,,,,0.004239786,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,0.003359,0.015,,,,,,,0.021198926,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,533.92035,12403,,,,,,,17528.686,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,0.002239,0.008,,,,,,,0.011306095,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2019,0.003359,0.012,,,,,,,0.016959142,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,0.004478,0.012,,,,,,,0.016959142,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,0.00112,0.003,,,,,,,0.004239786,,
191,HRV,Croatia,Europe,528,NLD,Netherlands,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.125386,0.443,,,,,,,0.62607497,,
191,HRV,Croatia,Europe,616,POL,Poland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,0.017068641,0.048401788,,,,,,,0.0684044,,
191,HRV,Croatia,Europe,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,2241.7056,7821.5195,,,,,,,11053.8545,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,583.7628,1555.3354,,,,,,,2198.0962,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,198.78946,1257.554,,,,,,,1777.2529,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,831.2361,4066.7173,,,,,,,5747.336,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,111.45152,301.60095,,,,,,,426.2411,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,295.27405,1417.2461,,,,,,,2002.9397,,
191,HRV,Croatia,Europe,642,ROU,Romania,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,764.0658,2919.733,,,,,,,4126.3467,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,10758.146,43038.418,,,,,,,60824.55,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,878.9696,4370.5767,,,,,,,6176.769,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,28.534,76.307,,,,,,,107.84177,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,95.16581,315.84964,,,,,,,446.37823,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2019,0.014,0.002,,,,,,,0.00418454,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,117.65997,463.94,,,,,,,655.66864,,
191,HRV,Croatia,Europe,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,16364.764,54339.125,,,,,,,76795.41,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,239.3317,971.0684,,,,,,,1372.3739,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,71.57475,288,,,,,,,407.01938,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,87.04338,470.58002,,,,,,,665.05273,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,3037.12,11082.5,,,,,,,15662.474,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,1310.897,4606.5,,,,,,,6510.1904,,
191,HRV,Croatia,Europe,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,1552.2566,5955.4414,,,,,,,8416.598,,
191,HRV,Croatia,Europe,704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,38.475224,157.49998,,,,,,,222.58871,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,59.0897,157.59668,,,,,,,222.72536,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,7419.171,32961.254,,,,,,,46582.88,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2019,40.499084,168.62514,,,,,,,238.31146,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,7.3890667,28.152233,,,,,,,39.786476,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2019,7.326,22.021,,,,,,,31.121437,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,16.343029,43.722324,,,,,,,61.79109,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2019,125.86899,152.41945,,,,,,,318.90262,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,8.146,34.04,,,,,,,48.107433,,
191,HRV,Croatia,Europe,705,SVN,Slovenia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4832.2686,22012.834,,,,,,,31109.896,,
191,HRV,Croatia,Europe,724,ESP,Spain,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,8.233,2,,,,,,,2.8265235,,
191,HRV,Croatia,Europe,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,1799.6099,6835.5234,,,,,,,9660.384,,
191,HRV,Croatia,Europe,757,CHE,Switzerland,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,33.431225,119.399,,,,,,,168.74205,,
191,HRV,Croatia,Europe,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2019,11812.18,45565.24,,,,,,,64395.61,,
